SEASON,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,IS_HOME,WL,PTS,PLUS_MINUS
2015-16,BOS,0021500179,2015-11-20,BOS vs. BKN,True,W,120,25
2015-16,NOP,0021500182,2015-11-20,NOP vs. SAS,True,W,104,14
2015-16,CHI,0021500187,2015-11-20,CHI @ GSW,False,L,94,-12
2015-16,DAL,0021500184,2015-11-20,DAL vs. UTA,True,W,102,9
2015-16,DEN,0021500185,2015-11-20,DEN vs. PHX,True,L,107,-7
2015-16,GSW,0021500187,2015-11-20,GSW vs. CHI,True,W,106,12
2015-16,HOU,0021500180,2015-11-20,HOU @ MEM,False,L,84,-12
2015-16,PHX,0021500185,2015-11-20,PHX @ DEN,False,W,114,7
2015-16,POR,0021500186,2015-11-20,POR vs. LAC,True,W,102,11
2015-16,SAS,0021500182,2015-11-20,SAS @ NOP,False,L,90,-14
2015-16,OKC,0021500183,2015-11-20,OKC vs. NYK,True,L,90,-3
2015-16,TOR,0021500188,2015-11-20,TOR @ LAL,False,W,102,11
2015-16,UTA,0021500184,2015-11-20,UTA @ DAL,False,L,93,-9
2015-16,MEM,0021500180,2015-11-20,MEM vs. HOU,True,W,96,12
2015-16,DET,0021500181,2015-11-20,DET @ MIN,False,W,96,10
2015-16,CHA,0021500178,2015-11-20,CHA vs. PHI,True,W,113,25
2015-16,MIA,0021500193,2015-11-21,MIA vs. PHI,True,W,96,5
2015-16,MIL,0021500190,2015-11-21,MIL @ IND,False,L,86,-37
2015-16,NYK,0021500194,2015-11-21,NYK @ HOU,False,W,107,5
2015-16,ORL,0021500189,2015-11-21,ORL vs. SAC,True,L,91,-6
2015-16,IND,0021500190,2015-11-21,IND vs. MIL,True,W,123,37
2015-16,PHI,0021500193,2015-11-21,PHI @ MIA,False,L,91,-5
2015-16,ATL,0021500191,2015-11-21,ATL @ CLE,False,L,97,-12
2015-16,CLE,0021500191,2015-11-21,CLE vs. ATL,True,W,109,12
2015-16,HOU,0021500194,2015-11-21,HOU vs. NYK,True,L,102,-5
2015-16,SAC,0021500189,2015-11-21,SAC @ ORL,False,W,97,6
2015-16,SAS,0021500195,2015-11-21,SAS vs. MEM,True,W,92,10
2015-16,MEM,0021500195,2015-11-21,MEM @ SAS,False,L,82,-10
2015-16,WAS,0021500192,2015-11-21,WAS @ DET,False,W,97,2
2015-16,DET,0021500192,2015-11-21,DET vs. WAS,True,L,95,-2
2015-16,LAC,0021500196,2015-11-22,LAC vs. TOR,True,L,80,-11
2015-16,LAL,0021500201,2015-11-22,LAL vs. POR,True,L,93,-14
2015-16,BKN,0021500197,2015-11-22,BKN vs. BOS,True,W,111,10
2015-16,BOS,0021500197,2015-11-22,BOS @ BKN,False,L,101,-10
2015-16,NOP,0021500198,2015-11-22,NOP vs. PHX,True,W,122,6
2015-16,DAL,0021500199,2015-11-22,DAL @ OKC,False,L,114,-3
2015-16,DEN,0021500200,2015-11-22,DEN vs. GSW,True,L,105,-13
2015-16,GSW,0021500200,2015-11-22,GSW @ DEN,False,W,118,13
2015-16,PHX,0021500198,2015-11-22,PHX @ NOP,False,L,116,-6
2015-16,POR,0021500201,2015-11-22,POR @ LAL,False,W,107,14
2015-16,OKC,0021500199,2015-11-22,OKC vs. DAL,True,W,117,3
2015-16,TOR,0021500196,2015-11-22,TOR @ LAC,False,W,91,11
2015-16,MIA,0021500204,2015-11-23,MIA vs. NYK,True,W,95,17
2015-16,MIL,0021500205,2015-11-23,MIL vs. DET,True,W,109,21
2015-16,MIN,0021500206,2015-11-23,MIN vs. PHI,True,W,100,5
2015-16,NYK,0021500204,2015-11-23,NYK @ MIA,False,L,78,-17
2015-16,ORL,0021500203,2015-11-23,ORL @ CLE,False,L,103,-14
2015-16,PHI,0021500206,2015-11-23,PHI @ MIN,False,L,95,-5
2015-16,CLE,0021500203,2015-11-23,CLE vs. ORL,True,W,117,14
2015-16,PHX,0021500207,2015-11-23,PHX @ SAS,False,L,84,-14
2015-16,SAC,0021500202,2015-11-23,SAC @ CHA,False,L,122,-5
2015-16,SAS,0021500207,2015-11-23,SAS vs. PHX,True,W,98,14
2015-16,OKC,0021500208,2015-11-23,OKC @ UTA,False,W,111,22
2015-16,UTA,0021500208,2015-11-23,UTA vs. OKC,True,L,89,-22
2015-16,DET,0021500205,2015-11-23,DET @ MIL,False,L,88,-21
2015-16,CHA,0021500202,2015-11-23,CHA vs. SAC,True,W,127,5
2015-16,LAC,0021500212,2015-11-24,LAC @ DEN,False,W,111,17
2015-16,LAL,0021500214,2015-11-24,LAL @ GSW,False,L,77,-34
2015-16,IND,0021500209,2015-11-24,IND @ WAS,False,W,123,17
2015-16,ATL,0021500210,2015-11-24,ATL vs. BOS,True,W,121,24
2015-16,BOS,0021500210,2015-11-24,BOS @ ATL,False,L,97,-24
2015-16,CHI,0021500213,2015-11-24,CHI @ POR,False,W,93,5
2015-16,DAL,0021500211,2015-11-24,DAL @ MEM,False,L,96,-14
2015-16,DEN,0021500212,2015-11-24,DEN vs. LAC,True,L,94,-17
2015-16,GSW,0021500214,2015-11-24,GSW vs. LAL,True,W,111,34
2015-16,POR,0021500213,2015-11-24,POR vs. CHI,True,L,88,-5
2015-16,MEM,0021500211,2015-11-24,MEM vs. DAL,True,W,110,14
2015-16,WAS,0021500209,2015-11-24,WAS vs. IND,True,L,106,-17
2015-16,LAC,0021500226,2015-11-25,LAC vs. UTA,True,L,91,-11
2015-16,MIA,0021500218,2015-11-25,MIA @ DET,False,L,81,-23
2015-16,MIL,0021500221,2015-11-25,MIL vs. SAC,True,L,118,-11
2015-16,MIN,0021500222,2015-11-25,MIN vs. ATL,True,W,99,4
2015-16,BKN,0021500223,2015-11-25,BKN @ OKC,False,L,99,-11
2015-16,NYK,0021500216,2015-11-25,NYK @ ORL,False,L,91,-9
2015-16,ORL,0021500216,2015-11-25,ORL vs. NYK,True,W,100,9
2015-16,PHI,0021500217,2015-11-25,PHI @ BOS,False,L,80,-4
2015-16,ATL,0021500222,2015-11-25,ATL @ MIN,False,L,95,-4
2015-16,BOS,0021500217,2015-11-25,BOS vs. PHI,True,W,84,4
2015-16,CLE,0021500219,2015-11-25,CLE @ TOR,False,L,99,-4
2015-16,NOP,0021500225,2015-11-25,NOP @ PHX,False,W,120,6
2015-16,DAL,0021500224,2015-11-25,DAL @ SAS,False,L,83,-5
2015-16,HOU,0021500220,2015-11-25,HOU vs. MEM,True,L,93,-9
2015-16,PHX,0021500225,2015-11-25,PHX vs. NOP,True,L,114,-6
2015-16,SAC,0021500221,2015-11-25,SAC @ MIL,False,W,129,11
2015-16,SAS,0021500224,2015-11-25,SAS vs. DAL,True,W,88,5
2015-16,OKC,0021500223,2015-11-25,OKC vs. BKN,True,W,110,11
2015-16,TOR,0021500219,2015-11-25,TOR vs. CLE,True,W,103,4
2015-16,UTA,0021500226,2015-11-25,UTA @ LAC,False,W,102,11
2015-16,MEM,0021500220,2015-11-25,MEM @ HOU,False,W,102,9
2015-16,WAS,0021500215,2015-11-25,WAS @ CHA,False,L,87,-14
2015-16,DET,0021500218,2015-11-25,DET vs. MIA,True,W,104,23
2015-16,CHA,0021500215,2015-11-25,CHA vs. WAS,True,W,101,14
2015-16,LAC,0021500238,2015-11-27,LAC vs. NOP,True,W,111,21
2015-16,MIA,0021500230,2015-11-27,MIA @ NYK,False,W,97,19
2015-16,MIL,0021500228,2015-11-27,MIL @ ORL,False,L,90,-24
2015-16,MIN,0021500237,2015-11-27,MIN @ SAC,False,W,101,10
2015-16,NYK,0021500230,2015-11-27,NYK vs. MIA,True,L,78,-19
2015-16,ORL,0021500228,2015-11-27,ORL vs. MIL,True,W,114,24
2015-16,IND,0021500231,2015-11-27,IND vs. CHI,True,W,104,12
2015-16,PHI,0021500232,2015-11-27,PHI @ HOU,False,L,114,-2
2015-16,ATL,0021500233,2015-11-27,ATL @ MEM,False,W,116,15
2015-16,BOS,0021500229,2015-11-27,BOS vs. WAS,True,W,111,33
2015-16,CLE,0021500227,2015-11-27,CLE @ CHA,False,W,95,5
2015-16,NOP,0021500238,2015-11-27,NOP @ LAC,False,L,90,-21
2015-16,CHI,0021500231,2015-11-27,CHI @ IND,False,L,92,-12
2015-16,DEN,0021500235,2015-11-27,DEN vs. SAS,True,L,80,-11
2015-16,GSW,0021500236,2015-11-27,GSW @ PHX,False,W,135,19
2015-16,HOU,0021500232,2015-11-27,HOU vs. PHI,True,W,116,2
2015-16,PHX,0021500236,2015-11-27,PHX vs. GSW,True,L,116,-19
2015-16,SAC,0021500237,2015-11-27,SAC vs. MIN,True,L,91,-10
2015-16,SAS,0021500235,2015-11-27,SAS @ DEN,False,W,91,11
2015-16,OKC,0021500234,2015-11-27,OKC vs. DET,True,W,103,16
2015-16,MEM,0021500233,2015-11-27,MEM vs. ATL,True,L,101,-15
2015-16,WAS,0021500229,2015-11-27,WAS @ BOS,False,L,78,-33
2015-16,DET,0021500234,2015-11-27,DET @ OKC,False,L,87,-16
2015-16,CHA,0021500227,2015-11-27,CHA vs. CLE,True,L,90,-5
2015-16,LAL,0021500244,2015-11-28,LAL @ POR,False,L,96,-12
2015-16,BKN,0021500240,2015-11-28,BKN @ CLE,False,L,88,-2
2015-16,ATL,0021500242,2015-11-28,ATL @ SAS,False,L,88,-20
2015-16,CLE,0021500240,2015-11-28,CLE vs. BKN,True,W,90,2
2015-16,NOP,0021500243,2015-11-28,NOP @ UTA,False,L,87,-14
2015-16,DAL,0021500241,2015-11-28,DAL vs. DEN,True,W,92,11
2015-16,DEN,0021500241,2015-11-28,DEN @ DAL,False,L,81,-11
2015-16,GSW,0021500245,2015-11-28,GSW vs. SAC,True,W,120,19
2015-16,POR,0021500244,2015-11-28,POR vs. LAL,True,W,108,12
2015-16,SAC,0021500245,2015-11-28,SAC @ GSW,False,L,101,-19
2015-16,SAS,0021500242,2015-11-28,SAS vs. ATL,True,W,108,20
2015-16,TOR,0021500239,2015-11-28,TOR @ WAS,False,W,84,2
2015-16,UTA,0021500243,2015-11-28,UTA vs. NOP,True,W,101,14
2015-16,WAS,0021500239,2015-11-28,WAS vs. TOR,True,L,82,-2
2015-16,LAC,0021500247,2015-11-29,LAC vs. MIN,True,W,107,8
2015-16,LAL,0021500253,2015-11-29,LAL vs. IND,True,L,103,-4
2015-16,MIL,0021500246,2015-11-29,MIL @ CHA,False,L,82,-5
2015-16,MIN,0021500247,2015-11-29,MIN @ LAC,False,L,99,-8
2015-16,BKN,0021500248,2015-11-29,BKN vs. DET,True,W,87,4
2015-16,NYK,0021500252,2015-11-29,NYK vs. HOU,True,L,111,-5
2015-16,ORL,0021500249,2015-11-29,ORL vs. BOS,True,W,110,19
2015-16,IND,0021500253,2015-11-29,IND @ LAL,False,W,107,4
2015-16,PHI,0021500251,2015-11-29,PHI @ MEM,False,L,84,-8
2015-16,BOS,0021500249,2015-11-29,BOS @ ORL,False,L,91,-19
2015-16,HOU,0021500252,2015-11-29,HOU @ NYK,False,W,116,5
2015-16,PHX,0021500250,2015-11-29,PHX @ TOR,False,W,107,5
2015-16,TOR,0021500250,2015-11-29,TOR vs. PHX,True,L,102,-5
2015-16,MEM,0021500251,2015-11-29,MEM vs. PHI,True,W,92,8
2015-16,DET,0021500248,2015-11-29,DET @ BKN,False,L,83,-4
2015-16,CHA,0021500246,2015-11-29,CHA vs. MIL,True,W,87,5
2015-16,LAC,0021500261,2015-11-30,LAC vs. POR,True,W,102,15
2015-16,MIA,0021500255,2015-11-30,MIA vs. BOS,True,L,95,-10
2015-16,MIL,0021500258,2015-11-30,MIL vs. DEN,True,W,92,18
2015-16,ATL,0021500256,2015-11-30,ATL vs. OKC,True,W,106,6
2015-16,BOS,0021500255,2015-11-30,BOS @ MIA,False,W,105,10
2015-16,CHI,0021500257,2015-11-30,CHI vs. SAS,True,W,92,3
2015-16,DAL,0021500260,2015-11-30,DAL @ SAC,False,L,98,-14
2015-16,DEN,0021500258,2015-11-30,DEN @ MIL,False,L,74,-18
2015-16,GSW,0021500259,2015-11-30,GSW @ UTA,False,W,106,3
2015-16,HOU,0021500254,2015-11-30,HOU @ DET,False,L,105,-11
2015-16,POR,0021500261,2015-11-30,POR @ LAC,False,L,87,-15
2015-16,SAC,0021500260,2015-11-30,SAC vs. DAL,True,W,112,14
2015-16,SAS,0021500257,2015-11-30,SAS @ CHI,False,L,89,-3
2015-16,OKC,0021500256,2015-11-30,OKC @ ATL,False,L,100,-6
2015-16,UTA,0021500259,2015-11-30,UTA vs. GSW,True,L,103,-3
2015-16,DET,0021500254,2015-11-30,DET vs. HOU,True,W,116,11
2015-16,LAL,0021500263,2015-12-01,LAL @ PHI,False,L,91,-12
2015-16,MIN,0021500265,2015-12-01,MIN vs. ORL,True,L,93,-3
2015-16,BKN,0021500264,2015-12-01,BKN vs. PHX,True,W,94,3
2015-16,ORL,0021500265,2015-12-01,ORL @ MIN,False,W,96,3
2015-16,PHI,0021500263,2015-12-01,PHI vs. LAL,True,W,103,12
2015-16,CLE,0021500262,2015-12-01,CLE vs. WAS,True,L,85,-12
2015-16,NOP,0021500266,2015-12-01,NOP vs. MEM,True,L,104,-9
2015-16,DAL,0021500267,2015-12-01,DAL @ POR,False,W,115,3
2015-16,PHX,0021500264,2015-12-01,PHX @ BKN,False,L,91,-3
2015-16,POR,0021500267,2015-12-01,POR vs. DAL,True,L,112,-3
2015-16,MEM,0021500266,2015-12-01,MEM @ NOP,False,W,113,9
2015-16,WAS,0021500262,2015-12-01,WAS @ CLE,False,W,97,12
2015-16,LAC,0021500276,2015-12-02,LAC vs. IND,True,L,91,-12
2015-16,LAL,0021500269,2015-12-02,LAL @ WAS,False,W,108,4
2015-16,MIL,0021500275,2015-12-02,MIL @ SAS,False,L,70,-25
2015-16,NYK,0021500271,2015-12-02,NYK vs. PHI,True,W,99,12
2015-16,IND,0021500276,2015-12-02,IND @ LAC,False,W,103,12
2015-16,PHI,0021500271,2015-12-02,PHI @ NYK,False,L,87,-12
2015-16,ATL,0021500272,2015-12-02,ATL vs. TOR,True,L,86,-10
2015-16,NOP,0021500274,2015-12-02,NOP @ HOU,False,L,101,-7
2015-16,CHI,0021500273,2015-12-02,CHI vs. DEN,True,W,99,9
2015-16,DEN,0021500273,2015-12-02,DEN @ CHI,False,L,90,-9
2015-16,GSW,0021500268,2015-12-02,GSW @ CHA,False,W,116,17
2015-16,HOU,0021500274,2015-12-02,HOU vs. NOP,True,W,108,7
2015-16,PHX,0021500270,2015-12-02,PHX @ DET,False,L,122,-5
2015-16,SAS,0021500275,2015-12-02,SAS vs. MIL,True,W,95,25
2015-16,TOR,0021500272,2015-12-02,TOR @ ATL,False,W,96,10
2015-16,WAS,0021500269,2015-12-02,WAS vs. LAL,True,L,104,-4
2015-16,DET,0021500270,2015-12-02,DET vs. PHX,True,W,127,5
2015-16,CHA,0021500268,2015-12-02,CHA vs. GSW,True,L,99,-17
2015-16,MIA,0021500277,2015-12-03,MIA vs. OKC,True,W,97,2
2015-16,ORL,0021500279,2015-12-03,ORL @ UTA,False,W,103,9
2015-16,IND,0021500281,2015-12-03,IND @ POR,False,L,111,-12
2015-16,BOS,0021500282,2015-12-03,BOS @ SAC,False,W,114,17
2015-16,DEN,0021500278,2015-12-03,DEN @ TOR,False,W,106,1
2015-16,POR,0021500281,2015-12-03,POR vs. IND,True,W,123,12
2015-16,SAC,0021500282,2015-12-03,SAC vs. BOS,True,L,97,-17
2015-16,SAS,0021500280,2015-12-03,SAS @ MEM,False,W,103,20
2015-16,OKC,0021500277,2015-12-03,OKC @ MIA,False,L,95,-2
2015-16,TOR,0021500278,2015-12-03,TOR vs. DEN,True,L,105,-1
2015-16,UTA,0021500279,2015-12-03,UTA vs. ORL,True,L,94,-9
2015-16,MEM,0021500280,2015-12-03,MEM vs. SAS,True,L,83,-20
2015-16,LAL,0021500286,2015-12-04,LAL @ ATL,False,L,87,-13
2015-16,MIL,0021500285,2015-12-04,MIL @ DET,False,L,95,-7
2015-16,BKN,0021500283,2015-12-04,BKN @ NYK,False,L,91,-17
2015-16,NYK,0021500283,2015-12-04,NYK vs. BKN,True,W,108,17
2015-16,ATL,0021500286,2015-12-04,ATL vs. LAL,True,W,100,13
2015-16,CLE,0021500288,2015-12-04,CLE @ NOP,False,L,108,-6
2015-16,NOP,0021500288,2015-12-04,NOP vs. CLE,True,W,114,6
2015-16,DAL,0021500287,2015-12-04,DAL vs. HOU,True,L,96,-4
2015-16,HOU,0021500287,2015-12-04,HOU @ DAL,False,W,100,4
2015-16,PHX,0021500284,2015-12-04,PHX @ WAS,False,L,106,-3
2015-16,WAS,0021500284,2015-12-04,WAS vs. PHX,True,W,109,3
2015-16,DET,0021500285,2015-12-04,DET vs. MIL,True,W,102,7
2015-16,LAC,0021500298,2015-12-05,LAC vs. ORL,True,W,103,2
2015-16,MIA,0021500291,2015-12-05,MIA vs. CLE,True,W,99,15
2015-16,MIL,0021500295,2015-12-05,MIL vs. NYK,True,W,106,15
2015-16,MIN,0021500294,2015-12-05,MIN vs. POR,True,L,103,-6
2015-16,NYK,0021500295,2015-12-05,NYK @ MIL,False,L,91,-15
2015-16,ORL,0021500298,2015-12-05,ORL @ LAC,False,L,101,-2
2015-16,IND,0021500297,2015-12-05,IND @ UTA,False,L,119,-3
2015-16,PHI,0021500289,2015-12-05,PHI vs. DEN,True,L,105,-3
2015-16,BOS,0021500296,2015-12-05,BOS @ SAS,False,L,105,-3
2015-16,CLE,0021500291,2015-12-05,CLE @ MIA,False,L,84,-15
2015-16,CHI,0021500292,2015-12-05,CHI vs. CHA,True,L,96,-6
2015-16,DEN,0021500289,2015-12-05,DEN @ PHI,False,W,108,3
2015-16,GSW,0021500290,2015-12-05,GSW @ TOR,False,W,112,3
2015-16,HOU,0021500293,2015-12-05,HOU vs. SAC,True,W,120,7
2015-16,POR,0021500294,2015-12-05,POR @ MIN,False,W,109,6
2015-16,SAC,0021500293,2015-12-05,SAC @ HOU,False,L,113,-7
2015-16,SAS,0021500296,2015-12-05,SAS vs. BOS,True,W,108,3
2015-16,TOR,0021500290,2015-12-05,TOR vs. GSW,True,L,109,-3
2015-16,UTA,0021500297,2015-12-05,UTA vs. IND,True,W,122,3
2015-16,CHA,0021500292,2015-12-05,CHA @ CHI,False,W,102,6
2015-16,LAL,0021500301,2015-12-06,LAL @ DET,False,L,91,-20
2015-16,BKN,0021500300,2015-12-06,BKN vs. GSW,True,L,98,-16
2015-16,DAL,0021500302,2015-12-06,DAL @ WAS,False,W,116,12
2015-16,GSW,0021500300,2015-12-06,GSW @ BKN,False,W,114,16
2015-16,PHX,0021500299,2015-12-06,PHX @ MEM,False,L,93,-2
2015-16,SAC,0021500303,2015-12-06,SAC @ OKC,False,L,95,-3
2015-16,OKC,0021500303,2015-12-06,OKC vs. SAC,True,W,98,3
2015-16,MEM,0021500299,2015-12-06,MEM vs. PHX,True,W,95,2
2015-16,WAS,0021500302,2015-12-06,WAS vs. DAL,True,L,104,-12
2015-16,DET,0021500301,2015-12-06,DET vs. LAL,True,W,111,20
2015-16,LAC,0021500311,2015-12-07,LAC @ MIN,False,W,110,4
2015-16,LAL,0021500308,2015-12-07,LAL @ TOR,False,L,93,-9
2015-16,MIA,0021500306,2015-12-07,MIA vs. WAS,True,L,103,-11
2015-16,MIL,0021500310,2015-12-07,MIL vs. POR,True,W,90,2
2015-16,MIN,0021500311,2015-12-07,MIN vs. LAC,True,L,106,-4
2015-16,NYK,0021500307,2015-12-07,NYK vs. DAL,True,L,97,-7
2015-16,PHI,0021500305,2015-12-07,PHI vs. SAS,True,L,68,-51
2015-16,BOS,0021500312,2015-12-07,BOS @ NOP,False,W,111,18
2015-16,NOP,0021500312,2015-12-07,NOP vs. BOS,True,L,93,-18
2015-16,CHI,0021500309,2015-12-07,CHI vs. PHX,True,L,101,-2
2015-16,DAL,0021500307,2015-12-07,DAL @ NYK,False,W,104,7
2015-16,PHX,0021500309,2015-12-07,PHX @ CHI,False,W,103,2
2015-16,POR,0021500310,2015-12-07,POR @ MIL,False,L,88,-2
2015-16,SAS,0021500305,2015-12-07,SAS @ PHI,False,W,119,51
2015-16,TOR,0021500308,2015-12-07,TOR vs. LAL,True,W,102,9
2015-16,WAS,0021500306,2015-12-07,WAS @ MIA,False,W,114,11
2015-16,DET,0021500304,2015-12-07,DET @ CHA,False,L,84,-20
2015-16,CHA,0021500304,2015-12-07,CHA vs. DET,True,W,104,20
2015-16,BKN,0021500315,2015-12-08,BKN vs. HOU,True,W,110,5
2015-16,ORL,0021500317,2015-12-08,ORL @ DEN,False,W,85,11
2015-16,IND,0021500314,2015-12-08,IND vs. GSW,True,L,123,-8
2015-16,CLE,0021500313,2015-12-08,CLE vs. POR,True,W,105,5
2015-16,DEN,0021500317,2015-12-08,DEN vs. ORL,True,L,74,-11
2015-16,GSW,0021500314,2015-12-08,GSW @ IND,False,W,131,8
2015-16,HOU,0021500315,2015-12-08,HOU @ BKN,False,L,105,-5
2015-16,POR,0021500313,2015-12-08,POR @ CLE,False,L,100,-5
2015-16,SAC,0021500318,2015-12-08,SAC vs. UTA,True,W,114,8
2015-16,OKC,0021500316,2015-12-08,OKC @ MEM,False,W,125,37
2015-16,UTA,0021500318,2015-12-08,UTA @ SAC,False,L,106,-8
2015-16,MEM,0021500316,2015-12-08,MEM vs. OKC,True,L,88,-37
2015-16,LAC,0021500324,2015-12-09,LAC @ MIL,False,W,109,14
2015-16,LAL,0021500325,2015-12-09,LAL @ MIN,False,L,122,-1
2015-16,MIA,0021500320,2015-12-09,MIA @ CHA,False,L,81,-18
2015-16,MIL,0021500324,2015-12-09,MIL vs. LAC,True,L,95,-14
2015-16,MIN,0021500325,2015-12-09,MIN vs. LAL,True,W,123,1
2015-16,NYK,0021500327,2015-12-09,NYK @ UTA,False,L,85,-21
2015-16,ORL,0021500326,2015-12-09,ORL @ PHX,False,L,104,-3
2015-16,ATL,0021500328,2015-12-09,ATL @ DAL,False,W,98,3
2015-16,BOS,0021500319,2015-12-09,BOS vs. CHI,True,W,105,5
2015-16,CHI,0021500319,2015-12-09,CHI @ BOS,False,L,100,-5
2015-16,DAL,0021500328,2015-12-09,DAL vs. ATL,True,L,95,-3
2015-16,HOU,0021500321,2015-12-09,HOU @ WAS,False,W,109,6
2015-16,PHX,0021500326,2015-12-09,PHX vs. ORL,True,W,107,3
2015-16,SAS,0021500323,2015-12-09,SAS @ TOR,False,L,94,-3
2015-16,TOR,0021500323,2015-12-09,TOR vs. SAS,True,W,97,3
2015-16,UTA,0021500327,2015-12-09,UTA vs. NYK,True,W,106,21
2015-16,MEM,0021500322,2015-12-09,MEM @ DET,False,W,93,1
2015-16,WAS,0021500321,2015-12-09,WAS vs. HOU,True,L,103,-6
2015-16,DET,0021500322,2015-12-09,DET vs. MEM,True,L,92,-1
2015-16,CHA,0021500320,2015-12-09,CHA vs. MIA,True,W,99,18
2015-16,LAC,0021500330,2015-12-10,LAC @ CHI,False,L,80,-3
2015-16,BKN,0021500329,2015-12-10,BKN vs. PHI,True,W,100,9
2015-16,NYK,0021500332,2015-12-10,NYK @ SAC,False,L,97,-2
2015-16,PHI,0021500329,2015-12-10,PHI @ BKN,False,L,91,-9
2015-16,ATL,0021500331,2015-12-10,ATL @ OKC,False,L,94,-13
2015-16,CHI,0021500330,2015-12-10,CHI vs. LAC,True,W,83,3
2015-16,SAC,0021500332,2015-12-10,SAC vs. NYK,True,W,99,2
2015-16,OKC,0021500331,2015-12-10,OKC vs. ATL,True,W,107,13
2015-16,LAL,0021500342,2015-12-11,LAL @ SAS,False,L,87,-22
2015-16,MIA,0021500333,2015-12-11,MIA @ IND,False,L,83,-13
2015-16,MIL,0021500337,2015-12-11,MIL @ TOR,False,L,83,-7
2015-16,MIN,0021500340,2015-12-11,MIN @ DEN,False,L,108,-3
2015-16,ORL,0021500334,2015-12-11,ORL vs. CLE,True,L,76,-35
2015-16,IND,0021500333,2015-12-11,IND vs. MIA,True,W,96,13
2015-16,PHI,0021500335,2015-12-11,PHI vs. DET,True,L,95,-12
2015-16,BOS,0021500336,2015-12-11,BOS vs. GSW,True,L,119,-5
2015-16,CLE,0021500334,2015-12-11,CLE @ ORL,False,W,111,35
2015-16,NOP,0021500339,2015-12-11,NOP vs. WAS,True,W,107,2
2015-16,DEN,0021500340,2015-12-11,DEN vs. MIN,True,W,111,3
2015-16,GSW,0021500336,2015-12-11,GSW @ BOS,False,W,124,5
2015-16,PHX,0021500343,2015-12-11,PHX vs. POR,True,L,96,-10
2015-16,POR,0021500343,2015-12-11,POR @ PHX,False,W,106,10
2015-16,SAS,0021500342,2015-12-11,SAS vs. LAL,True,W,109,22
2015-16,OKC,0021500341,2015-12-11,OKC @ UTA,False,W,94,4
2015-16,TOR,0021500337,2015-12-11,TOR vs. MIL,True,W,90,7
2015-16,UTA,0021500341,2015-12-11,UTA vs. OKC,True,L,90,-4
2015-16,MEM,0021500338,2015-12-11,MEM vs. CHA,True,L,99,-24
2015-16,WAS,0021500339,2015-12-11,WAS @ NOP,False,L,105,-2
2015-16,DET,0021500335,2015-12-11,DET @ PHI,False,W,107,12
2015-16,CHA,0021500338,2015-12-11,CHA @ MEM,False,W,123,24
2015-16,LAC,0021500344,2015-12-12,LAC @ BKN,False,W,105,5
2015-16,LAL,0021500349,2015-12-12,LAL @ HOU,False,L,97,-29
2015-16,MIL,0021500351,2015-12-12,MIL vs. GSW,True,W,108,13
2015-16,BKN,0021500344,2015-12-12,BKN vs. LAC,True,L,100,-5
2015-16,NYK,0021500352,2015-12-12,NYK @ POR,False,W,112,2
2015-16,IND,0021500346,2015-12-12,IND @ DET,False,L,96,-22
2015-16,ATL,0021500347,2015-12-12,ATL vs. SAS,True,L,78,-25
2015-16,BOS,0021500345,2015-12-12,BOS @ CHA,False,W,98,5
2015-16,NOP,0021500348,2015-12-12,NOP @ CHI,False,L,94,-4
2015-16,CHI,0021500348,2015-12-12,CHI vs. NOP,True,W,98,4
2015-16,DAL,0021500350,2015-12-12,DAL vs. WAS,True,L,111,-3
2015-16,GSW,0021500351,2015-12-12,GSW @ MIL,False,L,95,-13
2015-16,HOU,0021500349,2015-12-12,HOU vs. LAL,True,W,126,29
2015-16,POR,0021500352,2015-12-12,POR vs. NYK,True,L,110,-2
2015-16,SAS,0021500347,2015-12-12,SAS @ ATL,False,W,103,25
2015-16,WAS,0021500350,2015-12-12,WAS @ DAL,False,W,114,3
2015-16,DET,0021500346,2015-12-12,DET vs. IND,True,W,118,22
2015-16,CHA,0021500345,2015-12-12,CHA vs. BOS,True,L,93,-5
2015-16,MIA,0021500354,2015-12-13,MIA vs. MEM,True,W,100,3
2015-16,MIN,0021500353,2015-12-13,MIN @ PHX,False,L,101,-7
2015-16,PHI,0021500355,2015-12-13,PHI @ TOR,False,L,76,-20
2015-16,PHX,0021500353,2015-12-13,PHX vs. MIN,True,W,108,7
2015-16,OKC,0021500356,2015-12-13,OKC vs. UTA,True,W,104,6
2015-16,TOR,0021500355,2015-12-13,TOR vs. PHI,True,W,96,20
2015-16,UTA,0021500356,2015-12-13,UTA @ OKC,False,L,98,-6
2015-16,MEM,0021500354,2015-12-13,MEM @ MIA,False,L,97,-3
2015-16,LAC,0021500359,2015-12-14,LAC @ DET,False,W,105,2
2015-16,MIA,0021500360,2015-12-14,MIA @ ATL,False,W,100,12
2015-16,BKN,0021500358,2015-12-14,BKN vs. ORL,True,L,82,-23
2015-16,ORL,0021500358,2015-12-14,ORL @ BKN,False,W,105,23
2015-16,IND,0021500357,2015-12-14,IND vs. TOR,True,W,106,16
2015-16,PHI,0021500361,2015-12-14,PHI @ CHI,False,L,96,-19
2015-16,ATL,0021500360,2015-12-14,ATL vs. MIA,True,L,88,-12
2015-16,NOP,0021500366,2015-12-14,NOP @ POR,False,L,101,-4
